Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Address ID
CA-2017-153227,2017-12-04,2017-12-06,First Class,CS-12250,90032-000001
CA-2017-110625,2017-12-23,2017-12-30,Standard Class,JB-16045,6810-000001
CA-2016-142594,2016-12-01,2016-12-06,Second Class,EJ-14155,2038-000001
CA-2014-152254,2014-06-30,2014-06-30,Same Day,BD-11620,28403-000001
US-2014-120236,2014-09-03,2014-09-04,First Class,MR-17545,77095-000001
CA-2017-120061,2017-11-02,2017-11-07,Second Class,SR-20425,45503-000001
CA-2015-133837,2015-04-13,2015-04-18,Standard Class,TH-21100,85301-000001
CA-2015-110814,2015-12-05,2015-12-09,Second Class,BD-11635,10009-000001
CA-2016-154067,2016-02-01,2016-02-07,Standard Class,SM-20950,90036-000001
CA-2017-140480,2017-07-08,2017-07-12,Standard Class,HE-14800,19711-000001
CA-2015-134082,2015-12-11,2015-12-17,Standard Class,JK-15640,92404-000001
CA-2016-130820,2016-11-15,2016-11-15,Same Day,ON-18715,27217-000001
CA-2016-159765,2016-05-09,2016-05-12,Second Class,TH-21100,24153-000001
CA-2017-132290,2017-03-10,2017-03-14,Standard Class,MD-17350,75217-000001
CA-2016-147109,2016-12-17,2016-12-21,Standard Class,AH-10075,76017-000001
CA-2017-107265,2017-04-06,2017-04-12,Standard Class,ML-17755,52302-000001
CA-2017-118199,2017-05-09,2017-05-11,First Class,LB-16795,98105-000001
CA-2017-150091,2017-10-12,2017-10-16,Standard Class,NP-18670,8701-000001
CA-2016-137652,2016-08-28,2016-08-30,First Class,EB-13750,45231-000001
CA-2015-128356,2015-10-02,2015-10-07,Standard Class,RP-19390,80229-000001
CA-2017-167017,2017-11-23,2017-11-25,First Class,DC-12850,48066-000001
US-2017-132220,2017-11-12,2017-11-16,Standard Class,DJ-13510,85281-000001
CA-2016-118129,2016-12-19,2016-12-21,Second Class,CL-12565,19601-000001
US-2014-113124,2014-03-30,2014-04-05,Standard Class,NC-18340,55124-000001
CA-2017-155621,2017-11-08,2017-11-13,Standard Class,KN-16450,21215-000001
US-2014-127635,2014-09-14,2014-09-18,Second Class,SC-20260,78415-000001
CA-2015-151470,2015-09-20,2015-09-26,Standard Class,AM-10705,89115-000001
CA-2015-112823,2015-12-10,2015-12-16,Standard Class,RA-19945,44105-000001
CA-2014-108861,2014-05-28,2014-06-01,Standard Class,MM-17260,98105-000001
CA-2017-114370,2017-03-14,2017-03-17,Second Class,BN-11470,60623-000001
CA-2016-158302,2016-12-08,2016-12-12,Second Class,JB-16045,43229-000001
CA-2017-145779,2017-05-06,2017-05-10,Standard Class,DB-13615,85705-000001
US-2016-155173,2016-03-06,2016-03-10,Standard Class,JB-16045,19120-000001
CA-2017-125451,2017-10-23,2017-10-24,First Class,AH-10075,2920-000001
CA-2014-131387,2014-04-28,2014-04-30,First Class,AI-10855,94122-000001
CA-2016-125087,2016-04-18,2016-04-23,Standard Class,TH-21115,77070-000001
CA-2016-154081,2016-05-22,2016-05-29,Standard Class,JE-15610,90049-000001
US-2017-118556,2017-05-28,2017-06-02,Second Class,TH-21235,60653-000001
CA-2014-126200,2014-08-25,2014-08-29,Standard Class,JE-15715,77070-000001
CA-2014-146500,2014-08-30,2014-09-04,Standard Class,AT-10735,6010-000001
CA-2015-169537,2015-09-03,2015-09-07,Second Class,JH-15820,49423-000001
CA-2014-100881,2014-03-28,2014-04-01,Standard Class,DR-12940,87105-000001
CA-2015-144043,2015-05-10,2015-05-15,Standard Class,AB-10165,80027-000001
CA-2015-116512,2015-04-09,2015-04-14,Standard Class,MC-18100,10024-000001
CA-2015-101000,2015-04-09,2015-04-14,Standard Class,IG-15085,6360-000001
CA-2016-168557,2016-09-19,2016-09-23,Standard Class,FH-14275,94122-000001
US-2016-164196,2016-11-11,2016-11-17,Standard Class,AS-10285,46060-000001
US-2017-132031,2017-04-23,2017-04-27,Standard Class,PN-18775,37042-000001
CA-2015-169733,2015-10-22,2015-10-26,Second Class,GM-14500,33021-000001
CA-2017-169404,2017-04-09,2017-04-14,Standard Class,NC-18625,17403-000001
CA-2017-134880,2017-10-27,2017-11-01,Standard Class,TW-21025,85204-000001
CA-2015-145758,2015-10-30,2015-10-30,Same Day,BF-11020,10024-000001
CA-2017-158736,2017-12-18,2017-12-24,Standard Class,TT-21460,94110-000001
US-2016-119270,2016-03-12,2016-03-16,Standard Class,SW-20245,90036-000001
CA-2014-109890,2014-07-21,2014-07-27,Standard Class,PG-18820,68104-000001
CA-2016-138583,2016-05-24,2016-05-28,Standard Class,DP-13390,19120-000001
US-2017-118535,2017-02-11,2017-02-15,Standard Class,DJ-13510,10024-000001
CA-2016-126284,2016-09-20,2016-09-24,Standard Class,EN-13780,49505-000001
CA-2017-142391,2017-09-24,2017-09-24,Same Day,PB-19150,98115-000001
CA-2017-124716,2017-03-27,2017-03-31,Standard Class,BD-11560,93727-000001
CA-2016-158841,2016-02-02,2016-02-04,Second Class,SE-20110,22204-000001
CA-2017-106824,2017-07-07,2017-07-11,Standard Class,AT-10735,90049-000001
CA-2015-109190,2015-10-23,2015-10-28,Standard Class,CC-12685,79424-000001
CA-2016-143154,2016-12-02,2016-12-08,Standard Class,AS-10225,80501-000001
CA-2014-169061,2014-03-05,2014-03-08,Second Class,AB-10150,10701-000001
CA-2015-102316,2015-03-01,2015-03-03,Second Class,DH-13075,90045-000001
CA-2014-164903,2014-02-20,2014-02-24,Standard Class,SR-20740,90049-000001
CA-2016-109400,2016-05-02,2016-05-06,Standard Class,NR-18550,79109-000001
CA-2016-130400,2016-03-08,2016-03-12,Standard Class,SJ-20125,75217-000001
CA-2015-135853,2015-12-11,2015-12-14,First Class,CA-12775,48205-000001
CA-2016-103359,2016-12-22,2016-12-26,Standard Class,LC-16885,10035-000001
CA-2016-144645,2016-02-02,2016-02-08,Standard Class,NS-18640,77041-000001
CA-2017-141614,2017-06-05,2017-06-09,Standard Class,NS-18640,32839-000001
CA-2015-122168,2015-08-21,2015-08-26,Standard Class,HG-14965,41042-000001
CA-2016-132899,2016-04-07,2016-04-11,Standard Class,SF-20200,10009-000001
CA-2017-149720,2017-06-04,2017-06-07,Second Class,EM-14065,75034-000001
CA-2017-118003,2017-12-04,2017-12-10,Standard Class,DO-13645,7501-000001
CA-2016-141887,2016-01-11,2016-01-15,Standard Class,MP-17470,43229-000001
US-2016-160206,2016-04-01,2016-04-07,Standard Class,MY-18295,53209-000001
CA-2017-133074,2017-09-21,2017-09-25,Standard Class,DB-13615,94109-000001
CA-2017-161172,2017-03-16,2017-03-16,Same Day,SP-20920,43229-000001
CA-2017-137624,2017-11-10,2017-11-17,Standard Class,ME-17320,90008-000001
CA-2016-156748,2016-11-30,2016-12-06,Standard Class,BS-11755,48227-000001
CA-2015-169677,2015-01-13,2015-01-15,Second Class,KS-16300,31907-000001
US-2014-163146,2014-05-16,2014-05-20,Standard Class,CC-12475,94122-000001
CA-2015-157343,2015-06-07,2015-06-11,Standard Class,HD-14785,19143-000001
CA-2017-147354,2017-03-09,2017-03-13,Standard Class,KB-16315,90008-000001
CA-2015-157287,2015-12-22,2015-12-23,First Class,HR-14830,19140-000001
CA-2014-137575,2014-08-06,2014-08-11,Standard Class,TB-21625,10035-000001
CA-2016-119074,2016-03-27,2016-03-31,Standard Class,DS-13180,31907-000001
CA-2015-149566,2015-12-05,2015-12-10,Standard Class,GB-14530,90049-000001
CA-2015-126186,2015-09-11,2015-09-12,First Class,GB-14530,80013-000001
CA-2015-121132,2015-07-17,2015-07-24,Standard Class,VB-21745,77041-000001
CA-2014-140473,2014-05-30,2014-06-03,Standard Class,MC-17425,60623-000001
US-2017-102904,2017-11-13,2017-11-20,Standard Class,CB-12025,35601-000001
CA-2016-102092,2016-12-09,2016-12-11,First Class,PM-18940,22153-000001
CA-2015-117884,2015-03-22,2015-03-22,Same Day,DC-13285,33317-000001
CA-2016-132829,2016-12-23,2016-12-26,Second Class,LA-16780,77041-000001
CA-2016-123540,2016-04-02,2016-04-06,Second Class,DJ-13420,53209-000001
US-2017-108315,2017-04-30,2017-05-04,Standard Class,MH-18115,32771-000001
CA-2016-134110,2016-11-17,2016-11-18,First Class,BG-11035,75056-000001
US-2016-136581,2016-11-10,2016-11-12,First Class,SV-20365,45373-000001
CA-2016-162390,2016-12-06,2016-12-12,Standard Class,DP-13105,11550-000001
CA-2016-162222,2016-04-03,2016-04-03,Same Day,SR-20740,75081-000001
CA-2014-121629,2014-11-28,2014-12-02,Standard Class,BT-11680,77041-000001
CA-2015-164623,2015-10-20,2015-10-22,First Class,MS-17770,10035-000001
CA-2014-159849,2014-09-19,2014-09-19,Same Day,JK-15640,94110-000001
CA-2017-101273,2017-08-27,2017-08-30,Second Class,ST-20530,34952-000001
CA-2017-106747,2017-07-03,2017-07-04,First Class,TS-21505,3301-000001
CA-2017-146164,2017-12-22,2017-12-26,Standard Class,CM-12190,55901-000001
CA-2016-111605,2016-12-27,2017-01-02,Standard Class,JW-15955,40214-000001
CA-2014-130673,2014-05-20,2014-05-22,Second Class,MC-17590,78666-000001
CA-2014-104808,2014-02-04,2014-02-08,Second Class,MH-17440,92025-000001
US-2017-132927,2017-12-09,2017-12-15,Standard Class,RD-19720,19134-000001
CA-2017-162015,2017-07-11,2017-07-18,Standard Class,KB-16240,90049-000001
CA-2015-138492,2015-05-15,2015-05-22,Standard Class,FC-14335,19140-000001
CA-2017-145338,2017-01-29,2017-02-01,First Class,BD-11770,19120-000001
CA-2017-126676,2017-09-29,2017-10-01,First Class,FH-14365,11550-000001
CA-2017-101700,2017-04-23,2017-04-26,First Class,SO-20335,80634-000001
CA-2017-159667,2017-11-09,2017-11-13,Standard Class,PM-19135,32216-000001
CA-2014-111934,2014-05-05,2014-05-07,First Class,GD-14590,22204-000001
US-2016-117387,2016-10-27,2016-10-31,Standard Class,PA-19060,94122-000001
CA-2014-141110,2014-11-26,2014-12-01,Standard Class,LS-17200,93727-000001
US-2014-133949,2014-12-31,2014-12-31,Same Day,JL-15175,89502-000001
US-2016-116365,2016-01-03,2016-01-08,Standard Class,CA-12310,78207-000001
CA-2017-162936,2017-08-18,2017-08-22,Standard Class,CM-12160,2740-000001
CA-2014-151946,2014-06-04,2014-06-09,Standard Class,BT-11440,10035-000001
CA-2017-123624,2017-11-13,2017-11-17,Second Class,SE-20110,93030-000001
CA-2016-146437,2016-01-28,2016-02-01,Second Class,HG-14965,90036-000001
CA-2016-138233,2016-11-09,2016-11-14,Standard Class,PF-19165,94601-000001
CA-2016-165918,2016-09-10,2016-09-14,Standard Class,BD-11770,98026-000001
CA-2017-117513,2017-03-03,2017-03-08,Standard Class,BT-11395,90004-000001
CA-2017-132437,2017-09-08,2017-09-13,Second Class,EM-14095,10024-000001
US-2017-119319,2017-11-06,2017-11-09,Second Class,LC-17050,75217-000001
CA-2017-104318,2017-05-13,2017-05-18,Standard Class,FH-14275,37064-000001
US-2016-114230,2016-11-27,2016-12-01,Standard Class,CM-12235,85023-000001
CA-2015-136147,2015-11-13,2015-11-18,Standard Class,FM-14380,33178-000001
CA-2015-156118,2015-12-08,2015-12-12,Standard Class,HG-14965,80906-000001
CA-2015-164084,2015-09-07,2015-09-12,Standard Class,AG-10525,10011-000001
CA-2016-107783,2016-07-28,2016-07-29,First Class,OT-18730,18018-000001
CA-2017-159793,2017-08-25,2017-08-29,Standard Class,SV-20365,19140-000001
CA-2014-160094,2014-04-30,2014-05-02,First Class,JM-16195,40214-000001
CA-2017-151281,2017-04-27,2017-05-02,Standard Class,HM-14980,98105-000001
CA-2017-118346,2017-07-23,2017-07-24,First Class,PO-19180,53142-000001
CA-2014-129819,2014-12-13,2014-12-15,Second Class,KC-16675,42420-000001
US-2017-148551,2017-01-12,2017-01-16,Standard Class,DB-13120,75217-000001
CA-2017-147767,2017-12-02,2017-12-02,Same Day,SV-20935,85345-000001
CA-2015-108259,2015-11-08,2015-11-15,Standard Class,NS-18640,28540-000001
CA-2016-113341,2016-11-25,2016-11-29,Standard Class,MH-17455,90032-000001
US-2015-131842,2015-12-05,2015-12-08,First Class,RR-19525,37211-000001
CA-2016-164574,2016-07-29,2016-08-03,Standard Class,RH-19555,28205-000001
CA-2014-142769,2014-09-13,2014-09-13,Same Day,RP-19390,98103-000001
CA-2016-168361,2016-06-21,2016-06-25,Standard Class,KB-16600,60623-000001
CA-2016-153185,2016-09-03,2016-09-08,Standard Class,MH-17620,45231-000001
CA-2017-124765,2017-11-25,2017-11-30,Standard Class,HZ-14950,33311-000001
CA-2015-131856,2015-05-12,2015-05-17,Standard Class,JG-15160,77041-000001
CA-2017-126634,2017-03-30,2017-04-01,Second Class,AB-10165,90712-000001
CA-2016-118500,2016-11-17,2016-11-18,First Class,HJ-14875,94122-000001
CA-2016-163951,2016-12-30,2017-01-02,First Class,CJ-11875,19140-000001
CA-2016-149916,2016-12-22,2016-12-24,Second Class,ED-13885,98115-000001
CA-2015-158918,2015-12-20,2015-12-25,Second Class,AI-10855,90036-000001
US-2014-159611,2014-12-27,2015-01-01,Second Class,KB-16315,44105-000001
CA-2017-163265,2017-02-16,2017-02-21,Standard Class,JS-16030,62521-000001
CA-2017-141705,2017-10-24,2017-10-26,First Class,PO-18850,76063-000001
CA-2016-112739,2016-09-02,2016-09-07,Second Class,RD-19810,77070-000001
CA-2016-143805,2016-12-01,2016-12-03,Second Class,JD-15895,23223-000001
CA-2014-133634,2014-11-05,2014-11-10,Standard Class,SR-20740,22204-000001
CA-2017-101665,2017-11-25,2017-12-01,Standard Class,TZ-21580,94122-000001
CA-2016-155446,2016-12-16,2016-12-23,Standard Class,TN-21040,92024-000001
CA-2017-137323,2017-11-14,2017-11-18,Second Class,PW-19030,13601-000001
CA-2016-144015,2016-06-26,2016-06-26,Same Day,AH-10075,90036-000001
CA-2014-101427,2014-12-26,2014-12-30,Standard Class,AY-10555,19140-000001
CA-2016-136770,2016-08-14,2016-08-18,Standard Class,SP-20650,44312-000001
CA-2016-118311,2016-10-24,2016-10-28,Standard Class,ED-13885,94110-000001
US-2014-112795,2014-08-23,2014-08-28,Second Class,CR-12625,49505-000001
CA-2017-127096,2017-09-15,2017-09-17,Second Class,CS-12400,94109-000001
CA-2017-119284,2017-06-15,2017-06-20,Standard Class,TS-21205,37211-000001
CA-2015-133494,2015-03-01,2015-03-05,Standard Class,RP-19390,19120-000001
CA-2016-111318,2016-07-23,2016-07-26,First Class,IL-15100,77041-000001
US-2014-132745,2014-10-01,2014-10-05,Standard Class,NF-18475,89502-000001
CA-2014-146815,2014-09-08,2014-09-13,Standard Class,PP-18955,10009-000001
CA-2014-119144,2014-11-16,2014-11-18,First Class,JD-16150,90008-000001
CA-2014-105648,2014-03-03,2014-03-07,Standard Class,EJ-14155,92037-000001
US-2015-145422,2015-12-03,2015-12-07,Standard Class,PW-19240,94110-000001
CA-2017-136623,2017-07-11,2017-07-16,Standard Class,TS-21430,92105-000001
CA-2017-121678,2017-11-16,2017-11-20,Second Class,BM-11650,44035-000001
CA-2016-120824,2016-06-12,2016-06-16,Second Class,AW-10930,77070-000001
US-2016-135209,2016-12-29,2016-12-31,Second Class,MH-17290,33178-000001
CA-2017-148145,2017-03-18,2017-03-23,Standard Class,SW-20275,98115-000001
CA-2015-103870,2015-12-27,2015-12-31,Standard Class,SP-20860,37130-000001
CA-2015-111017,2015-07-31,2015-08-06,Standard Class,SC-20695,63116-000001
CA-2017-116988,2017-06-27,2017-06-29,Second Class,PW-19030,98105-000001
US-2014-169390,2014-02-07,2014-02-10,Second Class,CS-12250,10024-000001
CA-2016-168774,2016-09-04,2016-09-09,Standard Class,RP-19855,55125-000001
CA-2017-161592,2017-04-06,2017-04-10,Standard Class,CS-12175,37421-000001
US-2017-131961,2017-12-08,2017-12-11,First Class,MJ-17740,19140-000001
CA-2016-102498,2016-07-24,2016-07-25,First Class,JG-15160,70506-000001
CA-2015-113222,2015-11-09,2015-11-09,Same Day,AG-10765,46226-000001
US-2015-144771,2015-10-02,2015-10-04,First Class,CK-12205,97123-000001
CA-2015-162376,2015-11-22,2015-11-25,Second Class,HD-14785,2138-000001
CA-2017-128076,2017-02-02,2017-02-07,Standard Class,BO-11350,92105-000001
US-2015-163825,2015-06-16,2015-06-19,First Class,LC-16885,10009-000001
CA-2016-105662,2016-05-05,2016-05-09,Standard Class,RB-19465,32303-000001
CA-2017-152198,2017-09-09,2017-09-10,First Class,JD-16015,43615-000001
CA-2016-114307,2016-07-22,2016-07-26,Standard Class,MF-17665,21044-000001
CA-2016-159891,2016-01-31,2016-02-06,Standard Class,BF-11170,30318-000001
CA-2016-112578,2016-12-29,2017-01-02,Standard Class,FO-14305,95823-000001
CA-2015-107083,2015-11-21,2015-11-27,Standard Class,BB-11545,76106-000001
CA-2015-151722,2015-10-05,2015-10-09,Standard Class,IL-15100,43229-000001
CA-2016-151148,2016-09-12,2016-09-13,Same Day,PO-19180,80027-000001
CA-2017-115882,2017-09-14,2017-09-17,First Class,DB-13555,27604-000001
CA-2015-132276,2015-02-23,2015-02-28,Standard Class,LC-16960,10024-000001
CA-2016-163636,2016-12-05,2016-12-09,Second Class,MP-18175,60623-000001
CA-2016-102813,2016-07-02,2016-07-03,First Class,EA-14035,77340-000001
CA-2017-135377,2017-12-13,2017-12-18,Standard Class,BP-11095,10024-000001
CA-2015-165813,2015-03-20,2015-03-22,Second Class,BM-11785,97301-000001
CA-2015-133585,2015-03-01,2015-03-04,First Class,CM-12715,77070-000001
CA-2016-116911,2016-09-15,2016-09-20,Standard Class,JD-16150,83301-000001
US-2017-129224,2017-03-17,2017-03-23,Standard Class,AS-10630,37918-000001
CA-2017-145765,2017-05-28,2017-06-02,Standard Class,CM-11815,85023-000001
CA-2017-126914,2017-06-15,2017-06-19,Standard Class,JE-15715,28110-000001
CA-2015-169572,2015-09-06,2015-09-12,Standard Class,AG-10525,23223-000001
CA-2017-162075,2017-03-18,2017-03-24,Standard Class,TT-21220,77041-000001
CA-2014-162992,2014-12-19,2014-12-21,First Class,BP-11095,90008-000001
CA-2016-106397,2016-07-07,2016-07-13,Standard Class,MJ-17740,84057-000001
US-2016-150140,2016-04-06,2016-04-10,Standard Class,VM-21685,5408-000001
CA-2014-116666,2014-05-08,2014-05-10,First Class,KT-16480,19134-000001
CA-2017-148992,2017-11-23,2017-11-27,Standard Class,CS-12250,60623-000001
CA-2016-140935,2016-11-10,2016-11-12,First Class,AB-10015,73120-000001
CA-2014-157644,2014-12-31,2015-01-01,First Class,AH-10030,10035-000001
US-2017-100398,2017-08-19,2017-08-23,Standard Class,DO-13435,84106-000001
CA-2016-113082,2016-09-12,2016-09-16,Standard Class,MC-17590,13501-000001
US-2017-110646,2017-10-26,2017-10-31,Standard Class,JF-15190,19134-000001
CA-2017-120614,2017-05-30,2017-06-04,Standard Class,SM-20950,90004-000001
US-2016-140172,2016-03-08,2016-03-13,Standard Class,SP-20650,49201-000001
CA-2015-127754,2015-07-26,2015-07-31,Standard Class,CK-12760,85301-000001
CA-2015-144274,2015-11-23,2015-11-25,Second Class,PW-19240,19805-000001
CA-2015-142930,2015-11-28,2015-12-02,Standard Class,EB-14170,78745-000001
CA-2017-100622,2017-11-03,2017-11-07,Standard Class,DK-13090,32839-000001
CA-2017-117156,2017-03-21,2017-03-23,Second Class,TB-21055,19601-000001
CA-2015-115399,2015-12-19,2015-12-22,First Class,AG-10900,19134-000001
US-2014-157847,2014-04-02,2014-04-06,Second Class,SC-20020,77095-000001
CA-2015-115168,2015-06-05,2015-06-09,Standard Class,BB-11545,63301-000001
CA-2014-109680,2014-10-06,2014-10-09,First Class,VP-21760,46203-000001
CA-2016-167983,2016-08-21,2016-08-24,Second Class,RP-19270,98115-000001
CA-2015-145324,2015-11-15,2015-11-19,Standard Class,DH-13675,22801-000001
CA-2015-153423,2015-06-22,2015-06-27,Standard Class,SW-20455,14609-000001
US-2017-132675,2017-09-24,2017-09-28,Standard Class,KF-16285,30328-000001
CA-2014-153808,2014-04-06,2014-04-10,Second Class,FH-14275,90004-000001
US-2016-112396,2016-02-09,2016-02-13,Standard Class,JR-16210,94110-000001
CA-2014-141173,2014-11-18,2014-11-20,Second Class,JC-16105,55407-000001
CA-2017-156664,2017-12-18,2017-12-23,Standard Class,BP-11290,43229-000001
CA-2015-140718,2015-07-02,2015-07-04,First Class,FA-14230,27604-000001
CA-2014-119977,2014-10-08,2014-10-13,Second Class,DN-13690,10011-000001
US-2015-115343,2015-09-22,2015-09-25,First Class,FO-14305,19143-000001
CA-2017-163671,2017-12-24,2017-12-30,Standard Class,DP-13105,83642-000001
CA-2017-135909,2017-10-13,2017-10-20,Standard Class,JW-15220,95823-000001
US-2017-114356,2017-08-20,2017-08-26,Standard Class,TT-21460,28205-000001
CA-2015-125934,2015-09-11,2015-09-18,Standard Class,SN-20560,7501-000001
CA-2015-158148,2015-12-20,2015-12-26,Standard Class,JM-15865,22204-000001
CA-2014-120411,2014-09-20,2014-09-23,First Class,SB-20185,60653-000001
CA-2016-158260,2016-11-04,2016-11-08,Standard Class,CC-12475,92037-000001
CA-2017-101805,2017-12-01,2017-12-06,Standard Class,SH-19975,98105-000001
US-2014-105137,2014-10-10,2014-10-10,Same Day,RB-19435,43229-000001
CA-2017-142489,2017-11-14,2017-11-16,Second Class,TC-21295,77095-000001
US-2016-141264,2016-08-13,2016-08-19,Standard Class,CT-11995,75061-000001
CA-2017-126928,2017-09-17,2017-09-23,Standard Class,GZ-14470,7960-000001
US-2015-107944,2015-03-23,2015-03-25,First Class,AM-10360,90008-000001
CA-2016-135594,2016-06-30,2016-07-03,Second Class,AH-10120,60505-000001
US-2017-115252,2017-10-20,2017-10-25,Standard Class,MY-18295,27707-000001
CA-2014-107398,2014-08-25,2014-08-30,Standard Class,BS-11590,43229-000001
CA-2014-169642,2014-07-27,2014-07-30,Second Class,BB-10990,90036-000001
CA-2017-103968,2017-12-01,2017-12-07,Standard Class,ML-17755,95207-000001
CA-2016-147256,2016-10-17,2016-10-21,Second Class,FC-14245,65203-000001
CA-2016-162159,2016-09-16,2016-09-18,First Class,CR-12625,31907-000001
CA-2015-111038,2015-12-01,2015-12-06,Standard Class,LC-16960,92037-000001
CA-2014-124723,2014-08-05,2014-08-12,Standard Class,GZ-14470,77590-000001
CA-2016-167241,2016-08-15,2016-08-22,Standard Class,BD-11320,90004-000001
CA-2015-163237,2015-08-07,2015-08-09,Second Class,EM-14095,22153-000001
CA-2016-150483,2016-05-31,2016-06-04,Standard Class,BP-11290,62521-000001
US-2016-126431,2016-07-01,2016-07-01,Same Day,SU-20665,10009-000001
CA-2016-139934,2016-12-18,2016-12-20,First Class,AY-10555,94110-000001
CA-2015-109603,2015-01-26,2015-02-01,Standard Class,EM-13825,92553-000001
CA-2017-160661,2017-10-28,2017-11-01,Standard Class,SA-20830,2149-000001
CA-2017-102610,2017-11-04,2017-11-08,Standard Class,CA-12265,37421-000001
US-2016-144057,2016-05-09,2016-05-13,Standard Class,CV-12805,78745-000001
CA-2014-160276,2014-04-02,2014-04-08,Standard Class,AH-10690,23464-000001
CA-2014-132983,2014-04-28,2014-05-03,Standard Class,DS-13180,14701-000001
CA-2016-145709,2016-10-04,2016-10-08,Standard Class,AH-10690,33134-000001
CA-2017-133928,2017-06-11,2017-06-17,Standard Class,ZC-21910,28601-000001
CA-2016-168032,2016-01-30,2016-02-03,Standard Class,DF-13135,61107-000001
CA-2015-143616,2015-09-27,2015-09-29,Second Class,SS-20140,98103-000001
US-2015-168704,2015-04-13,2015-04-17,Standard Class,FP-14320,77340-000001
CA-2017-143252,2017-12-18,2017-12-24,Standard Class,HE-14800,53209-000001
CA-2016-102134,2016-03-14,2016-03-19,Standard Class,SP-20545,54302-000001
CA-2017-130036,2017-08-27,2017-08-27,Same Day,BP-11185,19120-000001
CA-2015-134117,2015-12-17,2015-12-19,Second Class,PG-18895,90008-000001
CA-2014-130918,2014-08-22,2014-08-24,Second Class,JP-15520,33161-000001
CA-2016-159023,2016-11-03,2016-11-05,First Class,NW-18400,97206-000001
CA-2017-111717,2017-10-10,2017-10-16,Standard Class,SW-20245,60505-000001
CA-2014-154592,2014-12-07,2014-12-08,First Class,EH-14005,94109-000001
CA-2014-128622,2014-11-15,2014-11-17,Second Class,SC-20260,94110-000001
CA-2017-148355,2017-12-24,2017-12-28,Standard Class,NC-18535,2740-000001
CA-2014-132913,2014-12-24,2014-12-26,First Class,AS-10090,92037-000001
CA-2017-150910,2017-12-22,2017-12-28,Standard Class,JL-15130,38301-000001
CA-2014-156790,2014-08-08,2014-08-10,Second Class,VG-21790,32216-000001
CA-2014-126480,2014-09-20,2014-09-24,Standard Class,HG-14965,92024-000001
CA-2017-105620,2017-12-25,2017-12-28,First Class,JH-15430,33012-000001
CA-2017-150266,2017-11-25,2017-11-30,Standard Class,RO-19780,77070-000001
CA-2016-157280,2016-11-05,2016-11-07,First Class,LW-17125,23464-000001
CA-2017-106691,2017-11-06,2017-11-12,Standard Class,CC-12370,77070-000001
CA-2016-134180,2016-11-03,2016-11-07,Standard Class,JP-16135,19120-000001
CA-2014-166730,2014-12-30,2015-01-01,First Class,DD-13570,38109-000001
CA-2017-157469,2017-12-02,2017-12-07,Standard Class,ES-14080,44107-000001
CA-2017-122308,2017-03-24,2017-03-28,Standard Class,MV-17485,10011-000001
US-2014-149034,2014-11-19,2014-11-21,First Class,RD-19900,19120-000001
CA-2017-159226,2017-04-25,2017-04-27,Second Class,RL-19615,90008-000001
CA-2017-156622,2017-11-23,2017-11-26,First Class,JP-15460,75220-000001
CA-2014-119529,2014-11-03,2014-11-05,Second Class,DM-13345,7050-000001
CA-2015-150413,2015-10-19,2015-10-24,Second Class,CS-11860,75220-000001
CA-2014-108182,2014-02-06,2014-02-10,Second Class,DL-13315,60441-000001
CA-2016-110898,2016-03-06,2016-03-12,Standard Class,LC-16870,60623-000001
CA-2015-123092,2015-12-03,2015-12-07,Standard Class,JG-15115,28540-000001
US-2015-128587,2015-12-24,2015-12-30,Standard Class,HM-14860,65807-000001
US-2017-139577,2017-10-01,2017-10-06,Standard Class,TN-21040,94110-000001
CA-2017-159100,2017-10-16,2017-10-21,Standard Class,VP-21760,38401-000001
CA-2014-109043,2014-08-15,2014-08-17,First Class,CS-12355,33021-000001
US-2017-116491,2017-11-11,2017-11-13,First Class,PG-18820,75081-000001
CA-2017-122763,2017-03-20,2017-03-20,Same Day,HG-14845,77041-000001
CA-2017-137785,2017-05-13,2017-05-17,Standard Class,MH-18115,19140-000001
CA-2014-133389,2014-06-22,2014-06-22,Same Day,TB-21280,85023-000001
CA-2014-103807,2014-12-02,2014-12-09,Standard Class,EM-13825,30328-000001
CA-2015-102855,2015-04-05,2015-04-06,Same Day,JF-15415,99207-000001
CA-2017-107825,2017-11-18,2017-11-18,Same Day,NB-18655,53209-000001
CA-2017-106047,2017-07-12,2017-07-18,Standard Class,CS-11860,45014-000001
CA-2017-127803,2017-05-19,2017-05-23,Standard Class,ND-18460,35810-000001
CA-2015-137071,2015-12-20,2015-12-21,First Class,ED-13885,77036-000001
CA-2016-121447,2016-02-21,2016-02-22,First Class,EA-14035,10011-000001
CA-2017-143084,2017-03-18,2017-03-22,Standard Class,BP-11050,90008-000001
CA-2016-131639,2016-12-17,2016-12-23,Standard Class,NS-18640,88220-000001
CA-2016-161361,2016-03-26,2016-03-28,Second Class,MV-17485,83201-000001
CA-2014-100706,2014-12-16,2014-12-18,Second Class,LE-16810,22153-000001
CA-2015-129525,2015-11-15,2015-11-20,Standard Class,VP-21760,43615-000001
US-2016-141880,2016-08-22,2016-08-23,First Class,TC-21475,80525-000001
CA-2015-165799,2015-06-29,2015-07-02,First Class,SG-20470,10024-000001
CA-2016-102127,2016-06-26,2016-07-02,Standard Class,VP-21760,10035-000001
